,Names,Type,Extracted Value,Extracted Unit,Normalised value,Normalised units,doi,publisher,title,authors,filename,Correctness,Tag
0,"Nb-doped lead zirconate titanate, Lead zirconate titanate, PZTN, lead zirconate titanate",Curie,∼38,°C,~311.0,K,10.1039/d1na00013f,Royal Society of Chemistry,Polarisation tuneable piezo-catalytic activity of Nb-doped PZT with low Curie temperature for efficient CO2 reduction and H2 generation,"['Yan Zhang', 'Pham Thi Thuy Phuong', 'Nguyen Phuc Hoang Duy', 'Eleanor Roake', 'Hamideh Khanbareh', 'Margaret Hopkins', 'Xuefan Zhou', 'Dou Zhang', 'Kechao Zhou', 'Chris Bowen', 'Yan Zhang', 'Pham Thi Thuy Phuong', 'Nguyen Phuc Hoang Duy', 'Eleanor Roake', 'Hamideh Khanbareh', 'Margaret Hopkins', 'Xuefan Zhou', 'Dou Zhang', 'Kechao Zhou', 'Chris Bowen']",./test6\curie_paper11.html,None,CDE
1,"hydrogen, Hydrogen",Curie,∼39,°C,~312.0,K,10.1039/d1na00013f,Royal Society of Chemistry,Polarisation tuneable piezo-catalytic activity of Nb-doped PZT with low Curie temperature for efficient CO2 reduction and H2 generation,"['Yan Zhang', 'Pham Thi Thuy Phuong', 'Nguyen Phuc Hoang Duy', 'Eleanor Roake', 'Hamideh Khanbareh', 'Margaret Hopkins', 'Xuefan Zhou', 'Dou Zhang', 'Kechao Zhou', 'Chris Bowen', 'Yan Zhang', 'Pham Thi Thuy Phuong', 'Nguyen Phuc Hoang Duy', 'Eleanor Roake', 'Hamideh Khanbareh', 'Margaret Hopkins', 'Xuefan Zhou', 'Dou Zhang', 'Kechao Zhou', 'Chris Bowen']",./test6\curie_paper11.html,None,CDE
2,"hydrogen, Hydrogen",Curie,100,°C,373.0,K,10.1039/d1na00013f,Royal Society of Chemistry,Polarisation tuneable piezo-catalytic activity of Nb-doped PZT with low Curie temperature for efficient CO2 reduction and H2 generation,"['Yan Zhang', 'Pham Thi Thuy Phuong', 'Nguyen Phuc Hoang Duy', 'Eleanor Roake', 'Hamideh Khanbareh', 'Margaret Hopkins', 'Xuefan Zhou', 'Dou Zhang', 'Kechao Zhou', 'Chris Bowen', 'Yan Zhang', 'Pham Thi Thuy Phuong', 'Nguyen Phuc Hoang Duy', 'Eleanor Roake', 'Hamideh Khanbareh', 'Margaret Hopkins', 'Xuefan Zhou', 'Dou Zhang', 'Kechao Zhou', 'Chris Bowen']",./test6\curie_paper11.html,None,CDE
3,"hydrogen, Hydrogen",Curie,∼38,°C,~311.0,K,10.1039/d1na00013f,Royal Society of Chemistry,Polarisation tuneable piezo-catalytic activity of Nb-doped PZT with low Curie temperature for efficient CO2 reduction and H2 generation,"['Yan Zhang', 'Pham Thi Thuy Phuong', 'Nguyen Phuc Hoang Duy', 'Eleanor Roake', 'Hamideh Khanbareh', 'Margaret Hopkins', 'Xuefan Zhou', 'Dou Zhang', 'Kechao Zhou', 'Chris Bowen', 'Yan Zhang', 'Pham Thi Thuy Phuong', 'Nguyen Phuc Hoang Duy', 'Eleanor Roake', 'Hamideh Khanbareh', 'Margaret Hopkins', 'Xuefan Zhou', 'Dou Zhang', 'Kechao Zhou', 'Chris Bowen']",./test6\curie_paper11.html,None,CDE
