,Names,Type,Extracted Value,Extracted Unit,Normalised value,Normalised units,doi,publisher,title,authors,filename,Correctness,Tag
0,plumbene,Curie,300,K,300,K,10.1039/c9ra10337f,Royal Society of Chemistry,Magnetic properties of 3d transition metal (Sc–Ni) doped plumbene,"['Daniel Hashemi', 'Hideo Iizuka', 'Daniel Hashemi', 'Hideo Iizuka']",./test5\curie_paper101.html,None,CDE
